Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2019_Mouse__NF-kappa B signaling pathway,-0.5354950810410597,-1.5400468952873476,0.016819571865443424,0.09716697898522168,1.0,31/92,12.37%,Cd14;Il1r1;Ltb;Gadd45b;Card10;Lck;Tnf;Bcl2a1b;Ccl19;Bcl10;Bcl2a1d;Bcl2;Ccl21a;Tnfaip3;Relb;Tnfsf13b;Birc2;Lat;Bcl2l1;Tab1;Nfkb2;Tnfrsf11a;Nfkbia;Prkcb;Plau;Nfkb1;Traf1;Myd88;Pidd1;Vcam1;Tnfsf14
prerank,GO_Biological_Process_2023__Astrocyte Development (GO:0014002),-0.7322978125492574,-1.5393273460028138,0.03484320557491289,0.09764818088543979,1.0,5/15,7.77%,Trem2;Tnf;C1qa;App;Ifngr1
prerank,Reactome_2022__Fatty acyl-CoA Biosynthesis R-HSA-75105,0.6030364395951895,1.5389430806414086,0.03722084367245657,0.1453581054173419,1.0,13/31,15.21%,Hsd17b12;Acly;Elovl3;Acsl4;Elovl6;Acsl1;Acsf3;Acsl5;Acaca;Fasn;Cbr4;Hacd1;Hacd3
prerank,GO_Biological_Process_2023__Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),0.4222670426772016,1.5384325866661184,0.0,0.14533062164787874,1.0,100/348,13.67%,Rad23b;Uba1;Ubr3;Cul4a;Ubxn2a;Ube4a;Vps37a;Ube3c;Otud7b;Wwp1;Usp9x;Hectd1;Fbxo22;Hectd3;Ankib1;Dtx3l;Fbxo9;Rnf217;Psmd2;Smurf2;Spop;Rnf4;Psmd1;Rnf14;Psmb7;Vcp;Nploc4;Gid4;Marchf6;Tollip;Ube2g1;Herc6;Trip12;Itch;Ube2d3;Dcaf11;Amfr;Tom1l1;Rmnd5a;Cul3;Rnf6;Rnf125;Ndfip2;Kbtbd7;Armc8;Herc4;Cop1;Ubap1;Psmd11;Psmd12;Rnf19a;Rnf168;Ndfip1;Faf1;Topors;Tbl1x;Pja2;Ddb1;Rnf13;Ube2w;Psmd14;Psmd6;Znrf2;Nhlrc3;Ube2r2;Clock;Ubap1l;Apc;Bfar;Arih2;Klhl20;Ube2k;Klhl42;Rbbp6;Ube4b;Ambra1;Kif14;Psma3;Rnf11;Skp1;Ube2h;Ate1;Psmc6;Psmc1;Wdr26;Nedd4;Rad23a;Ccar1;Crbn;Psmf1;Gsk3b;Ubr4;Klhdc2;Arel1;Zranb1;Vps4b;Uba6;Psma1;Cops3;Rnf19b
prerank,GO_Biological_Process_2023__Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),-0.6336511618433208,-1.537388879261075,0.00847457627118644,0.09929413208289224,1.0,14/32,21.64%,Kcnn4;Lgals3;Ezr;Lck;Thy1;Dgkz;Laptm5;Cd160;Rps3;Tespa1;Rela;Ptpn22;Ubash3a;Cd300a
prerank,GO_Biological_Process_2023__Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),-0.6363758472774325,-1.5373614702866105,0.023333333333333334,0.09907162474601511,1.0,16/31,15.64%,Jag1;Adam15;Dynll1;Plet1;Fam107a;Mmp12;Src;Thbs1;Coro1c;Map4k4;Acvrl1;Rcc2;Apod;Ajap1;Hoxa7;Sema3e
prerank,"GO_Biological_Process_2023__Wound Healing, Spreading Of Cells (GO:0044319)",-0.6695018614389149,-1.537353592056746,0.027923211169284468,0.09883309558519268,1.0,9/25,10.49%,Ddr1;Rhoc;Plet1;Mmp12;Itga5;Pdpn;Cd44;Flna;Col5a1
prerank,KEGG_2019_Mouse__Metabolism of xenobiotics by cytochrome P450,0.5104044610926328,1.536866255482172,0.01092896174863388,0.14640747923687042,1.0,23/65,14.40%,Ugt2b34;Adh4;Ugt2a3;Ugt1a9;Dhdh;Ugt2b1;Ugt2b5;Gsta1;Ugt2b36;Ephx1;Gsta3;Ugt2b35;Ugt1a2;Gstt3;Gstk1;Cyp2f2;Ugt1a6b;Ugt1a6a;Adh1;Gsta2;Mgst1;Mgst3;Adh5
prerank,GO_Biological_Process_2023__Skeletal System Development (GO:0001501),-0.5109548234486245,-1.5366310016142228,0.0014326647564469914,0.0993103742797501,1.0,39/130,13.93%,Evc;Col27a1;Lama5;Tgfb2;Sox9;Itgb8;Col1a1;Ptger4;Col1a2;Bmp6;Sulf1;Mmp14;Inha;Fgfr3;Gdf10;Gja1;Fgfr2;Zbtb16;Cd44;Npr3;Spef2;Rflnb;Rpl13;Creb3l2;Cdh11;Wnt11;Wnt5a;Sh3pxd2b;Tead4;Fgfr1;Frzb;Adamts4;Col9a2;Rflna;Ets2;Gdf11;Fbn1;Xylt1;Trps1
prerank,KEGG_2019_Mouse__Biosynthesis of unsaturated fatty acids,0.5959785608201832,1.5361146045442793,0.028368794326241134,0.14678575549692735,1.0,13/32,15.21%,Hsd17b4;Hsd17b12;Elovl3;Scp2;Elovl6;Acot1;Acox1;Acaa1b;Acot7;Baat;Hacd1;Acox3;Hacd3
prerank,GO_Biological_Process_2023__Negative Regulation Of Multicellular Organismal Process (GO:0051241),-0.4829885311385763,-1.5355419260210172,0.0026954177897574125,0.10017947742957656,1.0,66/213,15.81%,Timp1;Gas6;Trem2;Mdk;Sox9;Ptger4;Lama4;Tnf;Mark1;Procr;Gpnmb;Evl;Apoa4;Rab11fip5;Spred2;Spry1;Ager;Bbs2;Tacstd2;Gja1;Tet1;Spi1;Grhl2;Emilin1;Ovol2;Marveld3;Spry2;Slamf8;Sinhcaf;Id1;Apoa1;Npr3;Loxl2;Bmal1;Mcc;Rgs2;Mad2l2;Ifngr1;Wnt11;F2r;Adamts5;Nlrp12;Smad6;Il17rd;Arhgdib;Nr1h2;Coro1c;Slc11a1;Flcn;Ddit3;Rbpj;Foxc2;Rgcc;Nr1d1;Tifab;Il17d;Sap30;Smad7;Rps6ka4;Sfrp1;Ogt;Atp2b4;Srsf6;Hoxa7;Vasn;Ptpro
prerank,GO_Biological_Process_2023__Regulation Of Fibrinolysis (GO:0051917),-0.7261513279640859,-1.5355176939518205,0.024263431542461005,0.09995455437527306,1.0,6/15,10.55%,Plaur;Plat;Thbs1;Thbd;Usf1;Plau
prerank,GO_Biological_Process_2023__Positive Regulation Of Neuron Apoptotic Process (GO:0043525),-0.6841839006130186,-1.5354844246854475,0.0347682119205298,0.09974767449159756,1.0,6/23,5.95%,Tgfb2;Nupr1;Tnf;Tyrobp;Bax;Itgam
prerank,Reactome_2022__ABC Transporter Disorders R-HSA-5619084,0.5047328329629263,1.5354552673518727,0.010554089709762533,0.1470130887533946,1.0,25/77,14.45%,Abca1;Abcb11;Psme4;Psmd2;Lmbrd1;Psmb7;Vcp;Abcb6;Psmd11;Psmd12;Abca3;Abcd1;Psmd14;Psmd6;Psme3;Abcc6;Psma3;Erlin1;Psmc6;Psmc1;Abcc9;Psmd5;Psmf1;Psma1;Erlin2
prerank,GO_Biological_Process_2023__Heme Biosynthetic Process (GO:0006783),0.6678289105708088,1.5354101215698988,0.04269662921348315,0.14643403064611574,1.0,11/18,15.13%,Cpox;Alas2;Cox15;Abcb6;Alas1;Uros;Pgrmc1;Fech;Urod;Hmbs;Cox10
prerank,GO_Biological_Process_2023__Response To Cytokine (GO:0034097),-0.5148223237755947,-1.5354048301780376,0.0030165912518853697,0.09957319855370046,1.0,35/120,11.79%,Timp1;Il1r1;Sphk1;Timp2;Cxcl16;Anxa1;Plscr1;Cxcr4;Dpysl3;Ubd;Osmr;Timp3;Ikbke;Src;Cdk9;Cd74;Bcl2;Aldh1a2;Ifitm1;App;Ifnlr1;Relb;Ddost;Bcl2l1;Ch25h;Nfkb2;Tnfrsf11a;Nlrp12;Col3a1;Hcls1;Slc11a1;Nfkb1;Snca;Mapkapk3;Myd88
prerank,GO_Biological_Process_2023__Regulation Of Stress Fiber Assembly (GO:0051492),-0.5500426604919929,-1.535404484596353,0.0046875,0.09933210122064066,1.0,27/74,14.45%,Ccn2;Rhoc;Tgfb3;Ptger4;Dynll1;Pak1;Fhod1;F11r;Evl;Tacstd2;Carmil1;Arhgef10;Cd47;Lpar1;Apoa1;Actg1;Tpm1;Wnt11;Sorbs3;Limch1;Pxn;Rgcc;Arhgef10l;Slc9a1;Sfrp1;Gpr65;Arap1
prerank,MSigDB_Hallmark_2020__Notch Signaling,-0.6249978260953313,-1.5351793777497178,0.027257240204429302,0.09931811557926333,1.0,15/32,19.73%,Dtx1;Jag1;Hes1;Fzd1;Ppard;Wnt5a;Arrb1;Dtx4;Sap30;Maml2;St3gal6;Heyl;Lfng;Notch3;Dtx2
prerank,Reactome_2022__Vif-mediated Degradation Of APOBEC3G R-HSA-180585,0.5379129406829063,1.5351087061638113,0.02278481012658228,0.14612692249593598,1.0,15/52,13.61%,Psme4;Psmd2;Psmb7;Cul5;Psmd11;Psmd12;Psmd14;Psmd6;Psme3;Psma3;Psmc6;Psmc1;Psmd5;Psmf1;Psma1
prerank,GO_Biological_Process_2023__Coenzyme A Metabolic Process (GO:0015936),0.7015889777304153,1.5349488420014175,0.04481132075471698,0.14570236016220897,1.0,7/15,9.57%,Nudt7;Acly;Crot;Pank3;Slc25a16;Pank1;Acot7
prerank,GO_Biological_Process_2023__Proton Transmembrane Transport (GO:1902600),-0.5914813498312703,-1.5342390875785101,0.0165016501650165,0.10008831035935092,1.0,7/44,2.56%,Tcirg1;Ucp2;Atp1a2;Slc4a11;Hvcn1;Atp1b1;Atp1a3
prerank,KEGG_2019_Mouse__Tuberculosis,-0.5014395182997395,-1.5341443562550316,0.001394700139470014,0.09994100672310265,1.0,43/158,11.79%,Cd14;Tcirg1;Fcer1g;Lsp1;Coro1a;Sphk1;Tgfb2;Tgfb3;Il10ra;Tnf;Card9;Mrc2;Ctss;Bax;H2-Aa;Atp6v0d2;Src;Mapk13;Cd74;H2-Eb1;Itgax;Bcl10;Il10rb;Bcl2;Camk2a;Clec4e;H2-Ab1;Ctsd;Itgam;H2-DMb1;Mapk3;Tlr2;Itgb2;Ksr1;Ifngr1;Akt3;Nod2;Plk3;Calml4;Nfkb1;Fcgr3;Akt1;Myd88
prerank,GO_Biological_Process_2023__miRNA-mediated Gene Silencing (GO:0035195),0.6109765596458806,1.533860204112018,0.016666666666666666,0.14635315781616576,1.0,8/26,10.72%,Eif4g1;Rbm4;Limd1;Cnot1;Ddx6;Xpo5;Ago3;Tnrc6b
prerank,GO_Biological_Process_2023__Positive Regulation Of Epidermal Cell Differentiation (GO:0045606),-0.7315736554781177,-1.5335242186694602,0.039792387543252594,0.10042441876484526,1.0,7/15,11.32%,Sfn;Sult2b1;Etv4;Trim16;Prkch;Foxc1;Macroh2a2
prerank,Reactome_2022__NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,0.5608954750151685,1.5329966210433332,0.013333333333333334,0.1467008269093933,1.0,16/43,13.63%,Abca1;Rxra;Kdm1b;Ncoa1;Angptl3;Ncor1;Ncor2;Srebf1;Tbl1x;Ago3;Nr1h3;Ep300;Tnrc6b;Eepd1;Fasn;Apoc1
prerank,GO_Biological_Process_2023__Cellular Response To Chemokine (GO:1990869),-0.5991380388885283,-1.532754540360003,0.017605633802816902,0.10089599507293702,1.0,21/45,19.34%,Cx3cl1;Ccr1;Cxcl9;Ccl19;Ccr2;Zc3h12a;Tff2;Ccl5;Cxcl5;Pf4;Ccl7;Foxc1;Cxcl1;Ccl2;Ccl22;Xcl1;Ccl17;Gpr75;Lrch1;Ccl3;Gpr35
prerank,GO_Biological_Process_2023__Negative Regulation Of Cell Adhesion (GO:0007162),-0.5606610840101609,-1.5295200258812638,0.011308562197092083,0.10393270353573925,1.0,28/70,16.93%,Cx3cl1;Mdk;Muc1;Fbln1;Jag1;Cdh1;Sema5a;Cyp1b1;Podxl;Angpt1;Snai2;Sema4d;Plxna3;Lpxn;Sipa1;Sema6a;Rnd1;Plxna1;Spint2;Ephb2;Acvrl1;Tgfb1;Plxna4;Spn;Jam3;Ptpro;Tgfbi;Plxnd1
prerank,GO_Biological_Process_2023__Positive Regulation Of Peptidase Activity (GO:0010952),-0.6620555337214613,-1.5294473422028572,0.026595744680851064,0.10374684788871776,1.0,5/23,5.38%,Ctsk;Cldn4;Vsir;Ctss;Rcan3
prerank,KEGG_2019_Mouse__Intestinal immune network for IgA production,-0.5959063991293188,-1.5294124547464678,0.013745704467353952,0.10353587419345868,1.0,13/40,14.43%,Cxcr4;H2-Aa;H2-Eb1;Itgb7;H2-Ab1;Tnfrsf13b;H2-DMb1;Tnfsf13b;Icosl;Cd28;Ccr9;Tgfb1;Cd80
prerank,Reactome_2022__GPCR Ligand Binding R-HSA-500792,-0.46258233519687014,-1.529203642249135,0.0,0.10350983401182673,1.0,97/334,18.02%,Cx3cl1;Ackr3;Cxcl16;Anxa1;Cxcr4;Ptger4;Ccr1;Cx3cr1;Sctr;Ramp3;Cxcl9;Gpr183;Ramp2;Ubd;Gpr132;Gpnmb;Fzd1;Ccl19;Bdkrb2;S1pr4;P2ry6;F2rl1;Gng11;Ramp1;Ccr2;Wnt4;Cxcr3;Gnb2;C1qtnf1;Ccl5;Cxcr6;Cxcl5;Plppr1;Wnt7b;Lpar1;App;Ptgir;Tshb;Ccrl2;Pf4;Gng2;Avpr1a;Ccl7;Fzd9;Lpar2;Wnt11;F2r;Cysltr1;Ptafr;Cxcl1;Wnt5a;Gng7;Plppr2;Ccl2;Gnb5;Fzd2;Adgre5;Rho;Smox;C3ar1;Bdkrb1;Htr2a;Adora2b;Cd200r1;Grm1;Ccl22;Gpr37l1;Gpr37;Lhcgr;Ccr9;C5ar1;Sstr2;Adcyap1r1;Xcl1;Ptgfr;Wnt10a;Plppr4;P2ry10;Npffr1;Gpr65;Gpbar1;Npy1r;Gnb4;Ccl17;Gpr68;Kiss1;Gpr4;Gnb1;Plppr3;Gng10;Wnt10b;Cmklr1;Ccr7;Cxcr2;Hcar1;Oprl1;Adm
prerank,Reactome_2022__Serotonin Neurotransmitter Release Cycle R-HSA-181429,-0.7094839181169728,-1.5290156302261797,0.025454545454545455,0.1034251032314293,1.0,6/17,8.35%,Tspoap1;Stx1a;Ppfia4;Vamp2;Unc13b;Stxbp1
prerank,GO_Biological_Process_2023__Positive Regulation Of Protein Modification Process (GO:0031401),-0.4843912488669535,-1.5289513554881695,0.0,0.10324923911112789,1.0,52/210,13.39%,Egr1;Gas6;Trem2;Plaur;Tbx1;Tmem119;Sox9;Dynll1;Tnf;Limk2;Pak1;Erbb2;Mob3a;Clip3;Gpnmb;Ace;Angpt1;Lepr;Cd74;Fgf18;Ramp1;Ager;Sema4d;Vegfc;Rack1;App;Tnik;Ralb;Mapk3;Bmal1;Birc5;Vegfd;Kndc1;Cd4;Ccnd2;Prkcd;Arrb1;Slco3a1;Limch1;Incenp;Trabd2b;Igf2;Flcn;Prom2;Sppl3;Akt1;Cdkn1a;Dab2;Erp29;Tgfb1;Card14;Cdca8
prerank,GO_Biological_Process_2023__Regulation Of Lipid Biosynthetic Process (GO:0046890),0.6221822322835464,1.5285733341497207,0.02546296296296296,0.15145749207719658,1.0,12/26,10.20%,Ppara;Sorbs1;Hsd17b13;Mtor;Fitm2;Zbtb20;Rptor;C3;Ceacam1;Gucy2c;Crebl2;Nr1h3
prerank,Reactome_2022__Ion Channel Transport R-HSA-983712,-0.5016224645102405,-1.5284533761812291,0.004379562043795621,0.10352376636071833,1.0,25/155,8.14%,Trpm4;Wnk2;Tcirg1;Wnk4;Atp1a2;Fxyd3;Atp1b1;Atp11a;Sgk1;Atp8b2;Tsc22d3;Atp1a3;Ano9;Atp6v0d2;Nedd4l;Atp10a;Trpv4;Mcoln2;Camk2a;Trpv2;Tpcn2;Atp1b2;Atp2a3;Ano1;Ttyh3
prerank,Reactome_2022__RHO GTPases Activate NADPH Oxidases R-HSA-5668599,-0.6541142541866444,-1.5283401390155564,0.023411371237458192,0.1034092318106001,1.0,12/24,11.09%,Cyba;Ncf4;Rac2;Ncf1;Noxa1;Ncf2;Mapk3;Prkcd;S100a8;Prkcb;Pdzd2;Cybb
prerank,GO_Biological_Process_2023__Establishment Of Skin Barrier (GO:0061436),-0.7233010691634041,-1.5282574630225119,0.03247863247863248,0.10325095401536015,1.0,7/16,17.41%,Sfn;Cldn4;Ugcg;Fgfr1;Kdf1;Lsr;Stmn1
prerank,GO_Biological_Process_2023__Eye Morphogenesis (GO:0048592),-0.7034065502691086,-1.5278961758503493,0.0285204991087344,0.10340729971370023,1.0,8/18,5.86%,Rarg;Ski;Fbn2;Efemp1;Mfap2;Aldh1a3;Col5a2;Mfap5
prerank,Reactome_2022__TRP Channels R-HSA-3295583,-0.6660601542171571,-1.5278034169890846,0.015734265734265736,0.10326600183619196,1.0,4/23,4.79%,Trpm4;Trpv4;Mcoln2;Trpv2
prerank,KEGG_2019_Mouse__Oxidative phosphorylation,0.4864609318528076,1.527200774637665,0.005763688760806916,0.15256935598746274,1.0,52/100,22.28%,Sdha;Ndufs1;Uqcrc2;Atp6v0a2;Ndufb5;Cox11;Cox15;Lhpp;Ndufab1;Ndufv1;Ndufa3;Ndufs2;Ppa1;Ndufb6;Ndufa4;Uqcrfs1;Ndufb9;Uqcrb;Cox7b;Ndufa1;Ndufa5;Ndufa9;Cox7c;Ppa2;Ndufb3;Cox6b1;Ndufs6;Uqcrc1;Ndufc1;Ndufb8;Ndufs5;Cox6c;Ndufa10;Cox10;Atp6v1g3;Cox5a;Cox5b;Cyc1;Sdhb;Atp6v1a;Ndufs3;Uqcr10;Atp6v1e1;Cox7a2;Cox4i1;Ndufv3;Ndufv2;Atp6v0d1;Sdhd;Ndufb10;Uqcr11;Ndufa6
prerank,KEGG_2019_Mouse__Thermogenesis,0.4418364793977617,1.5271308977884113,0.0034965034965034965,0.1520344215854934,1.0,62/195,15.13%,Sdha;Ndufs1;Adcy9;Prkaa2;Smarca2;Sos1;Mgll;Acsl4;Mapk14;Uqcrc2;Coa5;Pparg;Ndufb5;Cpt2;Cox11;Cpt1a;Mtor;Ndufaf1;Rps6kb1;Cox15;Acsl1;Ndufab1;Ndufv1;Rptor;Ndufa3;Slc25a20;Map2k3;Tsc2;Ndufs2;Dpf3;Smarcc2;Ndufb6;Atf2;Ndufa4;Uqcrfs1;Smarca4;Ndufb9;Uqcrb;Cox7b;Ndufa1;Ndufa5;Lipe;Frs2;Kras;Ndufa9;Cox7c;Coa7;Ndufb3;Cox6b1;Prkaca;Ndufs6;Uqcrc1;Ndufc1;Ndufb8;Acsl5;Creb3l3;Arid1a;Ndufs5;Cox6c;Ndufa10;Prkacb;Cox10
prerank,Reactome_2022__NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,0.5809675628907653,1.526945228775498,0.028350515463917526,0.15166700027694957,1.0,12/35,11.24%,Abca1;Rxra;Kdm1b;Ncoa1;Ncor1;Ncor2;Tbl1x;Ago3;Nr1h3;Ep300;Tnrc6b;Eepd1
prerank,Reactome_2022__Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733,0.5476545034525668,1.5266152705966844,0.020671834625323,0.15142337444167364,1.0,15/49,13.61%,Psme4;Psmd2;Psmb7;Psmd11;Psmd12;Pkn2;Psmd14;Psmd6;Psme3;Psma3;Psmc6;Psmc1;Psmd5;Psmf1;Psma1
prerank,GO_Biological_Process_2023__Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352),-0.6586218907660846,-1.5260346822586088,0.025510204081632654,0.10489576355675752,1.0,5/25,5.44%,Gas6;Sema5a;Ramp2;Mapk7;Tnfaip3
prerank,KEGG_2019_Mouse__Starch and sucrose metabolism,0.6043615840975725,1.525929866012217,0.029197080291970802,0.15172500616410278,1.0,7/30,3.92%,Mgam;Gck;Agl;Gbe1;Pygl;Pgm1;Amy1
prerank,GO_Biological_Process_2023__Autophagosome Assembly (GO:0000045),0.5306727918169494,1.5259266988928657,0.01278772378516624,0.1511155722758866,1.0,14/57,9.04%,Mfn2;Ubqln1;Ulk2;Ubxn2a;Rab1a;Rb1cc1;Ubqln2;Lrba;Atg7;Atg2b;Stx17;Atg9a;Atg3;Pacs2
prerank,GO_Biological_Process_2023__Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),-0.6075287470160887,-1.5257137967785097,0.017064846416382253,0.1049848649243116,1.0,14/38,10.32%,Csf1;Tesc;Ccr1;Tnf;Fes;Cd74;Runx1;Pf4;Cd4;Tnfrsf11a;Hcls1;Nedd9;Hsf1;Zfp36l1
prerank,GO_Biological_Process_2023__Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),-0.5223867847087827,-1.5251602421665036,0.004518072289156626,0.10532003228457092,1.0,29/112,11.50%,Tbx1;Mdk;Sox9;Ptn;Tnf;Pdgfb;Sema5a;Bmp6;Erbb2;Cdh3;Mmp12;Pkhd1;Thbs4;Vegfc;Fgfr2;Nr4a3;Pik3cd;Vash2;Vegfd;Egr3;Nr4a1;Nrarp;Wnt5a;Myc;Akt3;Nod2;Tnfsf12;Akt1;Jaml
prerank,GO_Biological_Process_2023__mRNA Modification (GO:0016556),0.6141955584853326,1.5248850231059738,0.03864734299516908,0.15178206501636368,1.0,14/26,21.99%,Pus7;Mettl4;Trmt10c;Cbll1;Cmtr1;Nsun2;Dkc1;Rpusd4;Virma;Pus1;Pus3;Rpusd2;Mettl8;Zc3h13
prerank,Reactome_2022__Selenocysteine Synthesis R-HSA-2408557,-0.5324443277266435,-1.5248250386921527,0.0091324200913242,0.10543761908960868,1.0,48/85,27.05%,Rps12;Rpl22l1;Rpl12;Rps7;Rps16;Rpsa;Rpl18a;Rps5;Rps10;Rps8;Rpl6;Rps14;Rps4x;Rpl35;Rps9;Rps20;Rpl28;Rpl13a;Fau;Rplp1;Rpl14;Rplp0;Rps27a;Rps15;Rps13;Rpl7;Rpl31;Rpl8;Rpl26;Rps3;Rpl36a;Rpl3;Rpl18;Rpl19;Rpl27a;Rps25;Rpl34;Rps24;Rpl9;Rpl4;Rpl22;Rpl7a;Rpl21;Rpl23a;Rps17;Rps15a;Rpl11;Rps23
prerank,Reactome_2022__Signaling By FGFR1 In Disease R-HSA-5655302,0.5791316191777703,1.5247458652288766,0.03333333333333333,0.15129205291009115,1.0,13/34,16.90%,Pik3r1;Plcg1;Sos1;Bag4;Myo18a;Frs2;Fgfr1op2;Erlin2;Fgf1;Stat1;Cux1;Trim24;Stat3
prerank,GO_Biological_Process_2023__Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),-0.6636660190307101,-1.5244254726718816,0.02422145328719723,0.10561886583581678,1.0,13/24,17.13%,Mdk;Pdgfra;Baiap2;Fes;Carmil1;Clu;Baiap2l2;Arhgdib;Arhgdia;Carmil2;Rnh1;Sema3e;Hck
prerank,GO_Biological_Process_2023__Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),-0.7044484979181173,-1.5242877504022945,0.02304964539007092,0.1055110352490515,1.0,6/21,6.22%,Mdk;Smo;Sox9;Itgax;Gja1;Pik3cd
prerank,GO_Biological_Process_2023__Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),-0.6618746004124402,-1.5238550369900292,0.030035335689045935,0.10573921268655923,1.0,7/24,11.39%,Trpm4;Cftr;Pim3;Adcy8;Ano1;Baiap3;Nr1d1
prerank,Reactome_2022__Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107,0.6036985649396602,1.5237841197739173,0.03722084367245657,0.15188307772234358,1.0,13/30,15.57%,Ranbp2;Map4k5;Nup54;Nup50;Tpr;Nup88;Nup58;Nup155;Nup153;Nup98;Nup35;Nup214;Nup205
prerank,Reactome_2022__Autodegradation Of E3 Ubiquitin Ligase COP1 R-HSA-349425,0.5466597610122116,1.523357445234118,0.028205128205128206,0.15175824877013308,1.0,15/49,13.61%,Psme4;Psmd2;Psmb7;Psmd11;Psmd12;Atm;Psmd14;Psmd6;Psme3;Psma3;Psmc6;Psmc1;Psmd5;Psmf1;Psma1
prerank,KEGG_2019_Mouse__MicroRNAs in cancer,-0.5026258092175745,-1.5233327158394447,0.004545454545454545,0.10605515589707622,1.0,48/137,16.27%,St14;Ezr;Tgfb2;Vim;Pdgfra;Pdgfb;Erbb2;Gls;Timp3;Cyp1b1;Cdc25b;Fgfr3;Pdgfrb;Itga5;Slc7a1;Mapk7;Bcl2;Shc4;Thbs1;Spry2;Rassf1;Cd44;Fzd3;Tpm1;Abcc1;Cdc25a;Ccnd2;Tnxb;Irs1;Marcks;Myc;Prkcg;Prkcb;Bcl2l11;Plau;Nfkb1;Slc45a3;Cdkn1a;Ddit4;Hmox1;Pdgfa;Socs1;Mcl1;Tnc;Cdca5;Irs2;Cdkn1b;Mmp16
prerank,GO_Biological_Process_2023__Response To Peptide (GO:1901652),-0.610666141767424,-1.5220104843644442,0.018272425249169437,0.10729889711021165,1.0,9/34,9.10%,Anxa1;Cacna1b;Ramp3;Mmp2;Mmp12;Stat4;Irs1;Irf5;Nod2
prerank,GO_Biological_Process_2023__Regulation Of Proteolysis (GO:0030162),-0.5816214827415765,-1.5213985479265875,0.015698587127158554,0.10771638804738132,1.0,7/47,3.67%,Cav1;Serpine2;Plaur;Cst3;Plat;Cstb;Cyfip2
prerank,GO_Biological_Process_2023__Response To Interleukin-1 (GO:0070555),-0.5455562465962505,-1.5212774684651764,0.014084507042253521,0.10763667888052801,1.0,25/71,12.92%,Il1r1;Ankrd1;Cx3cl1;Anxa1;Sox9;Ccl19;Src;Mapk13;Sirpa;Zc3h12a;Cd47;Ccl5;App;Ptgis;Ccl7;Adamts7;Tnfrsf11a;Ccl2;Nfkb1;Snca;Nr1d1;Ccl22;Myd88;Adamts12;Xcl1
prerank,GO_Biological_Process_2023__Bicellular Tight Junction Assembly (GO:0070830),-0.6082794889446479,-1.5201167954988057,0.03697478991596639,0.10863369430280242,1.0,10/39,5.46%,Cldn6;Cldn7;Cldn4;Cldn8;Pof1b;Ramp2;Grhl2;Marveld3;Arl2;Marveld2
prerank,GO_Biological_Process_2023__Autophagy Of Nucleus (GO:0044804),0.6667450521466739,1.5200406374147883,0.03218390804597701,0.1551674866964621,1.0,8/18,16.14%,Ulk2;Rb1cc1;Atg7;Atg2b;Atg9a;Atg3;Wipi2;Atg5
prerank,GO_Biological_Process_2023__Phagocytosis (GO:0006909),-0.5565439306143148,-1.5199342193574152,0.01288244766505636,0.10863782446086474,1.0,24/65,12.72%,Cd14;Gas6;Trem2;Gsn;Coro1a;Syt7;Anxa1;Tyrobp;Mst1r;P2ry6;Cd93;Anxa3;Itgam;Itgb2;Srpx;Aif1;Sh3bp1;Coro1c;Slc11a1;Arhgap25;Pip5k1c;Myd88;Pld4;Itgav
prerank,GO_Biological_Process_2023__Negative Regulation Of Lymphocyte Proliferation (GO:0050672),-0.6325669200015358,-1.5196327339153706,0.018456375838926176,0.10874976024121766,1.0,11/30,14.43%,Sftpd;Tyrobp;Gpnmb;Vtcn1;Tnfrsf13b;Pla2g5;Sdc4;Cebpb;Spn;Tnfrsf21;Cd80
prerank,GO_Biological_Process_2023__Cyclic-Nucleotide-Mediated Signaling (GO:0019935),-0.599985557255214,-1.5194042389635978,0.029259896729776247,0.10871999119108362,1.0,7/38,7.65%,Sox9;Prss8;Adcy2;Adgrg6;Mapk7;Aqp1;Ksr1
